0.093812,0.097283,0.100943,0.104806,0.108885,0.113195,0.117752,0.122573,0.127676,0.133081,0.138808,0.144878,0.151313,0.158139,0.165378,0.173056,0.181199,0.189832,0.198984,0.208679,0.218943,0.229802,0.241279,0.253399,0.266184,0.279657,0.293842,0.308766,0.324459,0.340955,0.358296,0.376523,0.395683,0.415814,0.436948,0.459114,0.482351,0.506760,0.532583,0.560342,0.591032,0.626354,0.668891,0.721860,0.787099,0.858334,0.911939,0.919006,0.881094,0.829537,0.788279,0.760384,0.737087,0.708523,0.671868,0.631555,0.593017,0.558802,0.529062,0.503020,0.479782,0.458603,0.438930,0.420375,0.402679,0.385677,0.369276,0.353430,0.338123,0.323359,0.309148,0.295502,0.282430,0.269936,0.258019,0.246672,0.235882,0.225635,0.215910,0.206687
0.095477,0.099080,0.102886,0.106909,0.111166,0.115671,0.120445,0.125507,0.130876,0.136577,0.142633,0.149069,0.155912,0.163190,0.170934,0.179174,0.187943,0.197273,0.207198,0.217752,0.228969,0.240882,0.253523,0.266925,0.281119,0.296138,0.312016,0.328793,0.346514,0.365238,0.385035,0.405986,0.428179,0.451699,0.476614,0.502972,0.530814,0.560233,0.591507,0.625356,0.663385,0.708799,0.767579,0.850370,0.974181,1.150767,1.316838,1.324111,1.176554,1.029225,0.948775,0.919031,0.903610,0.866909,0.802669,0.731794,0.670720,0.622096,0.583163,0.550893,0.523090,0.498294,0.475558,0.454274,0.434060,0.414689,0.396040,0.378058,0.360731,0.344067,0.328083,0.312793,0.298208,0.284328,0.271147,0.258651,0.246820,0.235630,0.225052,0.215058
0.097127,0.100865,0.104818,0.109005,0.113443,0.118149,0.123147,0.128456,0.134103,0.140112,0.146513,0.153334,0.160609,0.168370,0.176655,0.185501,0.194949,0.205039,0.215814,0.227318,0.239595,0.252689,0.266644,0.281502,0.297306,0.314100,0.331931,0.350853,0.370934,0.392262,0.414951,0.439141,0.464998,0.492689,0.522357,0.554094,0.587928,0.623880,0.662137,0.703446,0.749919,0.806567,0.884381,1.007971,1.240821,1.774599,2.703900,2.707543,1.795197,1.305124,1.157581,1.171398,1.232586,1.187670,1.025773,0.869846,0.764825,0.694762,0.644194,0.604678,0.571751,0.542932,0.516768,0.492389,0.469279,0.447151,0.425863,0.405365,0.385658,0.366764,0.348710,0.331515,0.315190,0.299731,0.285123,0.271341,0.258353,0.246124,0.234613,0.223781
0.098757,0.102630,0.106733,0.111086,0.115708,0.120621,0.125847,0.131413,0.137346,0.143677,0.150438,0.157665,0.165395,0.173671,0.182534,0.192033,0.202217,0.213137,0.224847,0.237404,0.250865,0.265288,0.280731,0.297252,0.314908,0.333755,0.353857,0.375283,0.398127,0.422513,0.448618,0.476677,0.506982,0.539863,0.575624,0.614472,0.656447,0.701418,0.749244,0.800255,0.856432,0.924101,1.019581,1.183403,1.542818,2.848193,13.391502,13.378276,2.833285,1.590516,1.397376,1.663303,2.392004,2.340336,1.494381,1.051765,0.871753,0.775312,0.712089,0.664941,0.626600,0.593449,0.563499,0.535610,0.509141,0.483760,0.459329,0.435824,0.413275,0.391731,0.371237,0.351820,0.333485,0.316219,0.299995,0.284772,0.270500,0.257127,0.244597,0.232856
0.100361,0.104370,0.108624,0.113145,0.117954,0.123076,0.128537,0.134366,0.140595,0.147259,0.154396,0.162048,0.170260,0.179080,0.188563,0.198764,0.209745,0.221572,0.234312,0.248037,0.262824,0.278748,0.295888,0.314321,0.334122,0.355368,0.378136,0.402515,0.428622,0.456625,0.486778,0.519458,0.555176,0.594561,0.638271,0.686831,0.740430,0.798772,0.861120,0.926613,0.995394,1.072740,1.179401,1.369845,1.784163,3.127429,13.619774,13.540175,2.963118,1.720507,1.580806,2.351753,12.041591,11.983654,2.169613,1.219296,0.977998,0.861056,0.786959,0.732651,0.688903,0.651200,0.617086,0.585183,0.554752,0.525457,0.497204,0.470033,0.444034,0.419302,0.395903,0.373870,0.353200,0.333864,0.315810,0.298971,0.283275,0.268645,0.255005,0.242280
0.101933,0.106078,0.110484,0.115174,0.120172,0.125506,0.131205,0.137303,0.143836,0.150845,0.158373,0.166469,0.175187,0.184585,0.194728,0.205684,0.217530,0.230346,0.244220,0.259246,0.275520,0.293147,0.312231,0.332878,0.355191,0.379271,0.405213,0.433124,0.463137,0.495457,0.530428,0.568617,0.610887,0.658422,0.712628,0.774849,0.845900,0.925596,1.012652,1.104591,1.196419,1.283136,1.386072,1.597182,2.151216,3.200964,3.569801,3.209385,2.180101,1.683360,1.635825,2.009024,2.812898,2.727818,1.804314,1.298733,1.076301,0.952188,0.870308,0.809679,0.760668,0.718216,0.679486,0.642900,0.607675,0.573534,0.540507,0.508761,0.478493,0.449863,0.422968,0.397837,0.374446,0.352730,0.332601,0.313955,0.296682,0.280675,0.265829,0.252044
0.103468,0.107747,0.112304,0.117163,0.122352,0.127899,0.133841,0.140212,0.147056,0.154419,0.162351,0.170910,0.180159,0.190167,0.201012,0.212778,0.225559,0.239456,0.254581,0.271054,0.289003,0.308568,0.329893,0.353124,0.378408,0.405882,0.435671,0.467892,0.502677,0.540240,0.580990,0.625717,0.675804,0.733408,0.801471,0.883359,0.981914,1.098148,1.231360,1.381508,1.541685,1.657158,1.695647,1.874300,2.945100,12.559702,3.196467,2.152834,1.796030,1.634893,1.687239,2.076152,2.728164,2.241941,1.729609,1.390400,1.184188,1.054600,0.965786,0.899226,0.845031,0.797586,0.753639,0.711421,0.670173,0.629809,0.590612,0.552995,0.517328,0.483862,0.452715,0.423892,0.397318,0.372868,0.350392,0.329729,0.310718,0.293209,0.277058,0.262137
0.104957,0.109371,0.114077,0.119105,0.124483,0.130245,0.136429,0.143078,0.150238,0.157963,0.166312,0.175350,0.185153,0.195803,0.207393,0.220027,0.233818,0.248895,0.265398,0.283483,0.303321,0.325098,0.349017,0.375288,0.404126,0.435732,0.470281,0.507904,0.548706,0.592831,0.640651,0.693117,0.752271,0.821849,0.907776,1.018238,1.162424,1.346399,1.571547,1.860458,2.311456,2.839538,2.299562,2.129230,3.037267,12.501990,3.002379,1.945882,1.695674,1.639178,1.774607,2.633183,11.955902,3.440019,2.113860,1.569478,1.321433,1.176379,1.078779,1.006130,0.946800,0.894096,0.844113,0.794836,0.745652,0.696904,0.649404,0.604005,0.561349,0.521788,0.485424,0.452184,0.421888,0.394303,0.369182,0.346280,0.325364,0.306225,0.288673,0.272538
0.106396,0.110940,0.115794,0.120988,0.126554,0.132530,0.138958,0.145885,0.153365,0.161458,0.170232,0.179765,0.190143,0.201466,0.213844,0.227403,0.242284,0.258646,0.276667,0.296549,0.318517,0.342827,0.369761,0.399630,0.432762,0.469478,0.510060,0.554690,0.603416,0.656179,0.713044,0.774793,0.844023,0.926692,1.034000,1.184835,1.408581,1.738749,2.171239,2.790879,4.258933,13.177001,3.380973,2.348229,2.418861,2.840057,2.228920,1.829208,1.688967,1.682380,1.824447,2.311236,3.650303,12.199884,2.808667,1.806268,1.493385,1.324615,1.216124,1.137481,1.073467,1.015440,0.958358,0.899778,0.839461,0.778727,0.719488,0.663400,0.611484,0.564142,0.521346,0.482821,0.448185,0.417027,0.388945,0.363574,0.340586,0.319693,0.300645,0.283226
0.107776,0.112448,0.117447,0.122803,0.128554,0.134741,0.141410,0.148615,0.156415,0.164880,0.174087,0.184126,0.195099,0.207122,0.220329,0.234873,0.250925,0.268684,0.288376,0.310260,0.334634,0.361843,0.392289,0.426432,0.464791,0.507916,0.556326,0.610387,0.670141,0.735162,0.804655,0.878260,0.958172,1.052716,1.181084,1.381910,1.739777,2.477499,3.765200,4.868145,14.074930,14.129365,3.779499,2.608025,2.306819,2.139184,1.956085,1.807765,1.744501,1.769479,1.902432,2.222381,2.964893,4.006339,2.896422,2.089586,1.708619,1.507385,1.387258,1.304276,1.237339,1.174780,1.109430,1.037816,0.960544,0.881313,0.804482,0.733147,0.668712,0.611362,0.560636,0.515824,0.476173,0.440979,0.409618,0.381554,0.356333,0.333569,0.312939,0.294170
